energy	beta_circ	deltabeta	err_dbeta	deltadelta	err_ddelta	deltabeta_no_corr	deltadelta_no_corr
45.0002490000000	0.133404156433366	0.00184302515435992	0.0811592636036139	0.00131034719750961	0.700364459839939	0.00184302515435992	0.00170006415708779
45.3736730000000	0.128584136220563	0.00181139176388189	0.0806540304746754	-0.00282895103519619	0.632184240582298	0.00181139176388189	-0.00291797068833239
45.7471730000000	0.124982377644918	0.00181820295881061	0.0801934434927679	0.000155462218067707	0.577808011860206	0.00181820295881061	0.000393038091274643
46.1204510000000	0.118881696756395	0.00182293719074100	0.0797630811515634	0.000212210155982469	0.518748028898716	0.00182293719074100	0.000444665863729601
46.4936350000000	0.113409082576313	0.00181477904531653	0.0793423847620401	0.000566232195194209	0.468639046966963	0.00181477904531653	0.000823751279798326
46.8669000000000	0.110856643974332	0.00167255117272385	0.0789603564770002	0.00187148766731926	0.434408330070197	0.00167255117272385	0.00223911343620948
47.2403420000000	0.107919323658372	0.00181904561243833	0.0786143855829765	0.00197694324723798	0.403862619030529	0.00181904561243833	0.00236008694784522
47.6135520000000	0.105327372048780	0.00178363230519304	0.0782986914775423	0.00216660067948559	0.377949314127312	0.00178363230519304	0.00255419478096810
47.9871840000000	0.103588375306038	0.00175827713368431	0.0780107199342273	-0.000579549771644433	0.356578158927511	0.00175827713368431	-0.000459179566139094
48.3603990000000	0.101073490467283	0.00177444234972736	0.0777428997368070	0.00183116124954877	0.337936138291012	0.00177444234972736	0.00216816910243179
48.7335470000000	0.0993067583632337	0.00183430409231013	0.0774979925459268	0.00181925824462245	0.322326570520015	0.00183430409231013	0.00215274901581904
49.1069340000000	0.0986170535978313	0.00172187809062889	0.0772757364271878	0.00140048295875937	0.310178470105845	0.00172187809062889	0.00168136253796158
49.4806810000000	0.0986331983379441	0.00170924356890674	0.0770764261417621	0.00116328593279735	0.300479006910603	0.00170924356890674	0.00141933614874061
49.8534990000000	0.0975036488244924	0.00171441940113520	0.0769004407810118	0.00188311719609296	0.288987689435722	0.00171441940113520	0.00219202904591456
50.2270060000000	0.0966351255737577	0.00174634488288471	0.0767312408136851	0.00223002537938514	0.278534939811040	0.00174634488288471	0.00256182463771071
50.6006100000000	0.0949586793440394	0.00172369493884488	0.0765760145546653	0.000863553734030313	0.267018438291559	0.00172369493884488	0.00108209061438098
50.9740990000000	0.0943355470011546	0.00139804524907858	0.0764111247146765	0.000267265817331198	0.258292060345813	0.00139804524907858	0.000410272346422466
51.3470720000000	0.0938843614511062	0.00172028233770649	0.0762588533268330	0.00223893596331485	0.248577639413772	0.00172028233770649	0.00254494551099796
51.7204340000000	0.0920920339901477	0.00174760378148597	0.0761013494964091	0.00209329869514941	0.237159231080257	0.00174760378148597	0.00238237485537299
52.0938090000000	0.0903402918411018	0.00183882521100876	0.0759532067927537	0.00163087255985905	0.226288064632559	0.00184913402052717	0.00188996512437678
52.4669840000000	0.0897500078952422	0.00188086533885516	0.0758038976420343	0.00160193890240613	0.217019941519723	0.00189106056229554	0.00185636782622817
52.8404160000000	0.0887387179033301	0.00190566662752524	0.0756587352694102	0.00172724268805027	0.208059418045360	0.00189857008172700	0.00198222846356368
53.2136510000000	0.0873691454472942	0.00194196318035635	0.0755224800903169	0.00200387764822213	0.199658098945334	0.00190451768449515	0.00226607821996678
53.5873660000000	0.0858760708373167	0.00194174501767970	0.0753923211467218	0.00209204685724264	0.191911125047303	0.00189066334173309	0.00234829809508257
53.9602270000000	0.0841856029952928	0.00204824671093689	0.0752674243854781	0.00248355835403538	0.184620788457322	0.00196361065066808	0.00275431841104081
54.3336750000000	0.0826651973527920	0.00208762937360309	0.0751567996819670	0.00236786026217951	0.178371031100370	0.00201190048679926	0.00262605899114132
54.7067240000000	0.0812204097099200	0.00218546791594456	0.0750510479583418	0.00309014543667084	0.172585049084865	0.00204570775788481	0.00337039963884152
55.0805970000000	0.0801904683709703	0.00224699606545771	0.0749516405334193	0.00333438620357814	0.167630115852468	0.00208241928042212	0.00361324309013255
55.4535100000000	0.0789577948285587	0.00227127129428953	0.0748547189726103	0.00319567363784688	0.162923244203461	0.00211367015374300	0.00345703918166150
55.8269140000000	0.0779042580211186	0.00240316126062992	0.0747657726583241	0.00328408919446022	0.158683835098729	0.00223587708360881	0.00354172534476130
56.2005350000000	0.0769115076417445	0.00243497007273782	0.0746738632744288	0.00363105785158228	0.154554209380577	0.00222999560326801	0.00388070873305244
56.5736500000000	0.0757846451891513	0.00261718728793973	0.0745931220968138	0.00462152572481173	0.150412885363633	0.00232937625279505	0.00488149245953467
56.9469210000000	0.0741176952646790	0.00269836650928210	0.0745093748175543	0.00520855604569977	0.146094719025907	0.00235419738167314	0.00544580030368169
57.3202420000000	0.0729502421851072	0.00277638598028322	0.0744297936979269	0.00598754045676839	0.141559875729618	0.00236030788541589	0.00619670800856904
57.6939450000000	0.0716439896305220	0.00269543937052827	0.0743545610753438	0.00716615822049761	0.137149120651765	0.00218626712723820	0.00733853785764364
58.0674600000000	0.0718167038987768	0.00234837782172663	0.0742988533151439	0.00843453512701272	0.134088918096602	0.00173714914562084	0.00855567378465598
58.4401540000000	0.0763365874039723	0.00129851876985642	0.0743138951825928	0.0105403482681326	0.134074558340814	0.000490418880859867	0.0105532948548197
58.8134590000000	0.0907999597125242	-0.000490227541072554	0.0744791058840430	0.0121989839134766	0.141717059227445	-0.00157699212572847	0.0120381118249598
59.1870190000000	0.109179213212699	-0.00265096540393126	0.0747394162435595	0.0142392075968180	0.154139237107291	-0.00413101582555194	0.0137888845936926
59.5607350000000	0.126770723531365	-0.00770305023256239	0.0750001291283365	0.0147429050252021	0.168202811083099	-0.00938808917437537	0.0136578421255287
59.9339020000000	0.138918687750167	-0.0131516787354415	0.0751914025318062	0.0109470797224180	0.178176612662114	-0.0144171113890182	0.00918850965288113
60.3068750000000	0.147155361972843	-0.0146306525348983	0.0753574112719903	0.00508553781305600	0.184520295331837	-0.0151451394738412	0.00314060405609313
60.6801690000000	0.155874742908614	-0.0134847551096903	0.0755630547347515	0.000155745651966986	0.192302838649468	-0.0134265874732984	-0.00169260547470654
61.0539240000000	0.163380185130450	-0.0116382758988926	0.0757562639129312	-0.00221638869859531	0.199165779251711	-0.0113130572057696	-0.00390049024984656
61.4271020000000	0.168239378539136	-0.00960510242922404	0.0758981038286270	-0.00380976994807006	0.202945493035654	-0.00906883425038743	-0.00527010082200279
61.7999450000000	0.170909870956588	-0.00771513508465760	0.0759708376633292	-0.00522487445488216	0.203533545859735	-0.00694141768205746	-0.00645046002867305
62.1737260000000	0.171458917951509	-0.00591404432936389	0.0759760831246206	-0.00506312450369568	0.201377695181187	-0.00516734442495420	-0.00604647877022851
62.5470990000000	0.170843615734697	-0.00461817635529469	0.0759431424897714	-0.00598079433974265	0.198077028974847	-0.00369178497433440	-0.00679823509787486
62.9204210000000	0.169597867838225	-0.00341513111883309	0.0758651078569853	-0.00513725401142550	0.193967374881574	-0.00262079930813424	-0.00577697658869479
63.2941600000000	0.166953366652944	-0.00248553452435265	0.0757576280956857	-0.00438123849059783	0.188614754471617	-0.00181198984260520	-0.00487900974924960
63.6664510000000	0.164080757434342	-0.00188793795453487	0.0756272729852232	-0.00437567146715013	0.183371331680651	-0.00120030275548009	-0.00478888453382490
64.0403890000000	0.160966339834449	-0.00138487008132635	0.0754800010237444	-0.00333336894188947	0.178130091556580	-0.000872431884593386	-0.00364903060957415
64.4138890000000	0.156554458789952	-0.00106237868842035	0.0753293458349014	-0.00321792093142510	0.172087550477305	-0.000566961921026110	-0.00348769973849531
64.7872740000000	0.152792948188857	-0.000768692387415273	0.0751802148122050	-0.00247900425949882	0.167154663460669	-0.000394807284650493	-0.00268341850684710
65.1602050000000	0.149092633089208	-0.000613965082049186	0.0750549081316332	-0.00251008142007520	0.162655996839693	-0.000233619201763515	-0.00269676662472838
65.5331710000000	0.145678888269649	-0.000422797474841026	0.0749446750829093	-0.00208705379632346	0.158837917136779	-0.000107569145150065	-0.00223282635169694
65.9071030000000	0.142898307254581	-0.000320425148041319	0.0748515045918795	-0.00202896923701746	0.155842671954987	-1.25639150043086e-05	-0.00216044992657063
66.2807820000000	0.140681873074681	-0.000236914137298643	0.0747730505256279	-0.00195855169734540	0.153688439610147	6.19901889738522e-05	-0.00207791615289695
66.6538510000000	0.138769869798065	-0.000158889532048985	0.0747025875175954	-0.00160635007135108	0.151956928343405	8.62361948396870e-05	-0.00170117272474315
67.0276030000000	0.137038260270715	-6.58999430459712e-06	0.0746429380411263	-0.00133129252685263	0.150483129644914	0.000205784560491935	-0.00139379048447719
67.4001170000000	0.135511077661958	2.17741378987600e-05	0.0745872997732447	-0.00144562110074325	0.149563017862204	0.000253065565095740	-0.00151111360785006
67.7736920000000	0.134360506410199	1.91912932395389e-05	0.0745329355181712	-0.00102760339870820	0.149056781315106	0.000182855371970407	-0.00107450120183520
68.1471180000000	0.133377530166240	-1.84760587141021e-05	0.0744868838702660	-0.00124573771848305	0.148857358327199	0.000174734190608866	-0.00130919022343666
68.5206470000000	0.132421016345900	-4.15879401388859e-06	0.0744349485860792	-0.000978284542307714	0.148896855428180	0.000147680146267762	-0.00102736599897775
68.8942100000000	0.131720288532924	-5.16302265307013e-05	0.0743903318989187	-0.000968668689226697	0.149244285212710	9.33388173866196e-05	-0.00102410754709907
69.2672520000000	0.131134188321342	-0.000126738611286816	0.0743490203171633	-0.000794150935140967	0.149993204286610	-1.67581788590860e-05	-0.000851245180049375
69.6400160000000	0.130359778533098	-9.85039646170899e-05	0.0743130861058315	-0.000762337737559299	0.150688076165472	8.70017662946030e-06	-0.000814251520586126
70.0129490000000	0.130165014077865	-0.000101399791807479	0.0742821846950126	-0.000765518221159898	0.152118398149229	5.82597607021095e-06	-0.000817985334386786
70.3872500000000	0.128299861350973	-0.000106254703817364	0.0742550810702046	-0.000485322295357086	0.153297563416389	-4.35540973540121e-05	-0.000524237232004531
70.7605260000000	0.128331769371198	-0.000155808215161106	0.0742537632959090	-0.000587942012684698	0.156823634244444	-8.25402865960310e-05	-0.000638627398677215
71.1343030000000	0.128587754239846	-0.000150626232454337	0.0742531968424854	-0.000335161248281179	0.160152834791017	-0.000114925398329614	-0.000372198006199931
71.5066900000000	0.127505126851245	-0.000203716384025456	0.0742050370548894	-0.000670624602653769	0.160533058824594	-0.000123404539918245	-0.000731693840737850
71.8802610000000	0.127191538107889	-0.000197969439531966	0.0741689436910473	-0.000437311178718567	0.161934844327982	-0.000152262140089471	-0.000485601569573456
72.2535100000000	0.109983791383010	NaN	0.0741482907233267	NaN	0.164820487302500	-0.000175438736082207	NaN
72.6275740000000	0.0909336588467082	NaN	0.0748102099170106	NaN	0.227629021110205	0.000533338838299035	NaN
73.0006540000000	0.308047567805278	NaN	0.0906107818560200	NaN	43.1619360618188	-0.000202936741834265	NaN
